Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Aulia, A., Marchira, C.R., Supriyanto, I., Pratiti, B.","57214879783; 55382541400; 35847955700; 57214882991","Cyberchondria in First Year Medical Students of Yogyakarta",2020,"Journal of Consumer Health on the Internet",24,"1",,1,9,,2,10.1080/15398285.2019.1710096,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85079391289&partnerID=40&md5=416e57335e9b74c6da777301593e1c61",Article,Final,,Scopus,2-s2.0-85079391289
"Purwanto, B.H., Alam, S.","6507171824; 57190936575","Impact of intensive agricultural management on carbon and nitrogen dynamics in the humid tropics",2020,"Soil Science and Plant Nutrition",66,"1",,50,59,,5,10.1080/00380768.2019.1705182,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85076930781&partnerID=40&md5=7c042bc3fc9209d16064dbd32aeb4360",Review,Final,Open Access,Scopus,2-s2.0-85076930781
"Adiyanti, M.G., Nugraheni, A.A., Yuliawanti, R., Ragasukmasuci, L.B., Maharani, M.","55614426200; 57208643166; 57207791648; 57208652975; 57208642174","Emotion regulation and empathy as mediators of self-esteem and friendship quality in predicting cyberbullying tendency in Javanese-Indonesian adolescents",2020,"International Journal of Adolescence and Youth",25,"1",,251,263,,,10.1080/02673843.2019.1614079,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85065420431&partnerID=40&md5=0395a9366464dca5ebdf512c9dac9603",Article,Final,Open Access,Scopus,2-s2.0-85065420431
"Adnyana, I.B.P., Jawi, I.M., Suwiyoga, K., Bakta, I.M., Astawa, I.N.M., Anwar, M., Manuaba, I.B.P., Sutirtayasa, I.W.P., Satriyasa, B.K.","57204498434; 57219663704; 54080784800; 6603197439; 57218918277; 57219670415; 57195520004; 57211291817; 57194195710","The effect of follicular-fluid exposure of endometriosis cyst patients toward the levels of BCL-2 and cytochrome-C in mice oocyte",2020,"Open Access Macedonian Journal of Medical Sciences",8,"A",,567,570,,,10.3889/oamjms.2020.4791,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85094649252&partnerID=40&md5=986178fd1887a609c5cd0edbdafc61a1",Article,Final,Open Access,Scopus,2-s2.0-85094649252
"Diprose, R., Azca, M.N.","23026755200; 14015339900","Conflict management in Indonesia’s post-authoritarian democracy: resource contestation, power dynamics and brokerage",2020,"Conflict, Security and Development",20,"1",,191,221,,3,10.1080/14678802.2019.1705074,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85079710710&partnerID=40&md5=6897fa91cc3e4786b48491890a9c2f3a",Article,Final,,Scopus,2-s2.0-85079710710
"Choiri, S., Sulaiman, T.N.S., Rohman, A.","56380553400; 57210360556; 32668020600","Assessment of the effect of polymers combination and effervescent component on the drug release of swellable gastro-floating tablet formulation through compartmental modeling-based approach",2020,"Drug Development and Industrial Pharmacy",46,"1",,146,158,,3,10.1080/03639045.2019.1711387,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85078685816&partnerID=40&md5=b8c61888aa8707bb1912079346548e89",Article,Final,,Scopus,2-s2.0-85078685816
"Kusumawati, A., Hanudin, E., Purwanto, B.H., Nurudin, M.","57212585495; 57196062767; 6507171824; 56353156900","Composition of organic C fractions in soils of different texture affected by sugarcane monoculture",2020,"Soil Science and Plant Nutrition",66,"1",,206,213,,1,10.1080/00380768.2019.1705740,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85077157244&partnerID=40&md5=45a96ebb18bcfd1fb07f223045559d40",Article,Final,Open Access,Scopus,2-s2.0-85077157244
"Putra, I.B., Soebono, H., Hadisahputra, S., Bachtiar, A.","57194636376; 6508242918; 56225927600; 56683183900","The effect of roselle (Hibiscus sabdariffa l.) flowers extract on the apoptosis of fibroblast proliferation in keloids",2020,"Open Access Macedonian Journal of Medical Sciences",8,"",,611,614,,,10.3889/oamjms.2020.4602,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85094654836&partnerID=40&md5=0fd2258016bbb9105b996790b94b7395",Article,Final,Open Access,Scopus,2-s2.0-85094654836
"Budiarti, S.W., Lukman, R., Wibowo, A., Sumardiyono, C., Priyatmojo, A.","57210463155; 57103377300; 55599096700; 55598442000; 6506471301","The cultural and morphological variability among Rhizoctonia solani isolates causing banded leaf and sheath blight of maize in Indonesia",2020,"Archives of Phytopathology and Plant Protection",53,"1-2",,17,36,,,10.1080/03235408.2020.1715765,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85078817004&partnerID=40&md5=688df6805dfccdb4dc408f0d99ef9c6b",Article,Final,,Scopus,2-s2.0-85078817004
"Yuri, P., Heriyanto, D.S., Rodjani, A., Hutasoit, Y.I., Hutahaean, A.Y.A., Rahman, M.R., Amanda, R.R., Raksawardana, Y.K., Lestari, R.P., Fardilla, F.P., Wahyudi, I.","56790016100; 54420130300; 6504653529; 57193347943; 57216563396; 57219672474; 57219669719; 57219667149; 57219672138; 57219664675; 36341995300","Expression of mrna mastermind-like domain-containing 1, androgen receptor, and estrogen receptor in patients with hypospadias",2020,"Open Access Macedonian Journal of Medical Sciences",8,"",,543,547,,,10.3889/oamjms.2020.4557,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85094670873&partnerID=40&md5=5f998e2c4ef091c20ba9cd6e04df7a87",Article,Final,Open Access,Scopus,2-s2.0-85094670873
"Setiawan, R.Y., Wirasatriya, A., Hernawan, U., Leung, S., Iskandar, I.","35768507600; 56444480600; 57211780886; 56814281200; 8637688700","Spatio-temporal variability of surface chlorophyll-a in the Halmahera Sea and its relation to ENSO and the Indian Ocean Dipole",2020,"International Journal of Remote Sensing",41,"1",,284,299,,3,10.1080/01431161.2019.1641244,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85068897250&partnerID=40&md5=b4c84c2251fa0635ad1aa3a0016b0480",Article,Final,,Scopus,2-s2.0-85068897250
"Kurniawan, A., Irzaman, Yuliarto, B., Fahmi, M.Z., Ferdiansjah","56335834600; 7409571162; 6506346884; 55266590600; 55847359600","Application of barium strontium titanate (BST) as a light sensor on led lights",2020,"Ferroelectrics",554,"1",,160,171,,,10.1080/00150193.2019.1684758,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85081054088&partnerID=40&md5=ee72b98e264fcb62258949b851be3a23",Article,Final,,Scopus,2-s2.0-85081054088
"Gasem, M.H., Kosasih, H., Tjitra, E., Alisjahbana, B., Karyana, M., Lokida, D., Neal, A., Liang, C.J., Aman, A.T., Arif, M., Sudarmono, P., Suharto, Merati, T.P., Lisdawati, V., Siswanto, Siddiqui, S., Clifford Lane, H.","6508371601; 6507043017; 57204151009; 6506944516; 24449083500; 57190663838; 57203010681; 57214745810; 6701594071; 56740206600; 6507855437; 57200567691; 57203678680; 56786334300; 57214998203; 8707129300; 6602878994","An observational prospective cohort study of the epidemiology of hospitalized patients with acute febrile illness in Indonesia",2020,"PLoS Neglected Tropical Diseases",14,"1", e0007927,1,17,,3,10.1371/JOURNAL.PNTD.0007927,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85078380918&partnerID=40&md5=bccc71d3d5968043ac352bde07090213",Article,Final,Open Access,Scopus,2-s2.0-85078380918
"Rijanta, R., Suhardjo, A.J.","6503893064; 57219844063","Defining rural diversification in a small-farming region:the case of yogyakarta special province, Indonesia",2020,"Indonesian Journal of Geography",35,"2",,107,124,,,10.22146/IJG.57274,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85095791726&partnerID=40&md5=771d8f7e7cc3864609513c625ef23c10",Article,Final,Open Access,Scopus,2-s2.0-85095791726
"Kirono, D.G.C., Sulaswono, B.","6507097231; 57219858505","Study on the possibility of predicting the onset and rainfall of wet season in yogyakarta special province, Indonesia",2020,"Indonesian Journal of Geography",35,"2",,67,80,,,10.22146/IJG.57272,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85095785223&partnerID=40&md5=3c0157ecf152619726c21d400633faa9",Article,Final,Open Access,Scopus,2-s2.0-85095785223
"Putra, F.","57219856275","Neutronic study on conceptual lithium fluoride salt cooled fusion driven system for actinide transmutation",2020,"International Conference on Nuclear Engineering, Proceedings, ICONE",1,"", V001T05A011,,,,,10.1115/ICONE2020-16368,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85095776692&partnerID=40&md5=9be899c8379dfa8dd9382c672994b692",Conference Paper,Final,,Scopus,2-s2.0-85095776692
"Yuda, T.K., Damanik, J., Nurhadi","57201631933; 57192676817; 57219857630","Examining emerging social policy during COVID-19 in Indonesia and the case for a community-based support system",2020,"Asia Pacific Journal of Social Work and Development",,"",,,,,,10.1080/02185385.2020.1829499,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85095764696&partnerID=40&md5=bb35bd8005d0e40c0f9654f3cddc2314",Article,Article in Press,,Scopus,2-s2.0-85095764696
"Sutikno, Widiyanto, Santosa, L.W., Kurniawan, A., HeryPurwanto, T.","7409537328; 57219849944; 57216289363; 57219847376; 57219857346","Distribution of natural resources and population density in the merapi volcano area",2020,"Indonesian Journal of Geography",35,"2",,55,66,,,10.22146/IJG.57270,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85095757551&partnerID=40&md5=0709e5072e7ffa4cd37c89931f85aa2f",Article,Final,Open Access,Scopus,2-s2.0-85095757551
"Handaya, A.Y., Fauzi, A.R., Andrew, J., Hanif, A.S.","57218865247; 57203133889; 57215600151; 56647842700","Modified Duhamel with lateral anal sphincterotomy and coloanal stump for adult Hirschsprung's disease: A case series",2020,"International Journal of Surgery Case Reports",77,"",,174,177,,,10.1016/j.ijscr.2020.10.066,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85095748125&partnerID=40&md5=7bb33cc726e40274654005c73cedae01",Short Survey,Final,Open Access,Scopus,2-s2.0-85095748125
"Benatar, G.V., Wibowo, A., Suryanti","57219859213; 55599096700; 57210631117","First report of Colletotrichum asianum associated with mango fruit anthracnose in Indonesia",2020,"Crop Protection",,"", 105432,,,,,10.1016/j.cropro.2020.105432,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85095744686&partnerID=40&md5=0b9df94f97798006c0b5bd2ceeb53344",Article,Article in Press,,Scopus,2-s2.0-85095744686
"Haryanto","57210127859","Boundary crossers: The transformation of civil society elites in Indonesia’s post-authoritarian era",2020,"Politics and Governance",8,"3",,120,129,,2,10.17645/pag.v8i3.3011,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85095704223&partnerID=40&md5=bcf06b7e4627ba7de2e6f5c347bb5ff6",Article,Final,Open Access,Scopus,2-s2.0-85095704223
"Baihaqi, Z.A., Widiyono, I., Nurcahyo, W.","57193844875; 6507994936; 57211711105","In vitro anthelmintic activity of aqueous and ethanol extracts of Paraserianthes falcataria bark waste against Haemonchus contortus obtained from a local slaughterhouse in Indonesia",2020,"Veterinary World",13,"8",,1549,1554,,,10.14202/vetworld.2020.1549-1554,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85095678403&partnerID=40&md5=b3c3ba99420703eaf4add6329b551e83",Article,Final,Open Access,Scopus,2-s2.0-85095678403
"Kusumanto, A.","57216961687","Platinum based chemotherapy for ovarian carcinoma",2020,"Bali Medical Journal",9,"1",,404,407,,,10.15562/bmj.v9i1.1686,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85095113070&partnerID=40&md5=9a2677145135e2e42583830d61184962",Article,Final,,Scopus,2-s2.0-85095113070
"Supomo, S.","57203249186","A rare case report of symptomatic bochdalek hernia in an adult",2020,"Bali Medical Journal",9,"1",,19,21,,,10.15562/bmj.v9i1.1600,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85094967840&partnerID=40&md5=c59e274cbae60007988bb1ef140f58f9",Article,Final,,Scopus,2-s2.0-85094967840
"Rizal, D.M., Hermilasari, R.D., Wirohadidjojo, Y.W.","57205442202; 57219723898; 23568810300","Effect of Platelet-Rich Plasma (PRP) on testicular damage in streptozotocin-induced diabetic rats",2020,"Bali Medical Journal",9,"1",,351,355,,,10.15562/bmj.v9i1.1718,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85094941402&partnerID=40&md5=3d4f43a3cfeb093ea4b4415334546952",Article,Final,,Scopus,2-s2.0-85094941402
"Kusharyanti, K., Kusuma, I.W.","57217227396; 57154049400","Overconfident management and the audit fee demand-side perspective",2020,"Asian Economic and Financial Review",10,"10",,1131,1146,,,10.18488/journal.aefr.2020.1010.1131.1146,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85094929910&partnerID=40&md5=592094ee301b2d05d2c5ae092017c3da",Review,Final,Open Access,Scopus,2-s2.0-85094929910
"Yusuf, M.","56684637000","How far can tourism go? Residents' attitudes toward tourism development in Yogyakarta City, Indonesia",2020,"Indonesian Journal of Geography",35,"2",,208,218,,,10.22146/IJG.46148,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85094913949&partnerID=40&md5=64be5083e411eb6ec94758a60871111e",Article,Final,Open Access,Scopus,2-s2.0-85094913949
"Afifah, E.N., Murti, R.H., Nuringtyas, T.R.","57208340586; 56526916400; 55184030800","Comparison of metabolomics expression in the root and leaf of resistance and susceptible tomato against root-knot nematode",2020,"Agrivita",42,"3",,563,571,,,10.17503/agrivita.v42i3.2440,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85094906625&partnerID=40&md5=7635ae325ee579ab075b85ea177a160d",Article,Final,Open Access,Scopus,2-s2.0-85094906625
"Mahfud, Murti, R.H.","57219716030; 56526916400","Inheritance pattern of fruit color and shape in multi-pistil and purple tomato crossing",2020,"Agrivita",42,"3",,572,583,,,10.17503/agrivita.v42i3.2515,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85094904375&partnerID=40&md5=444c079ca9a6f2a497ac3d8736e748fc",Article,Final,Open Access,Scopus,2-s2.0-85094904375
"Sekaranom, A.B., Nurjani, E., Harini, R., Muttaqin, A.S.","55979043800; 57190936650; 57191892542; 57214151667","Simulation of daily rainfall data using articulated weather generator model for seasonal prediction of ENSO-affected zones in Indonesia",2020,"Indonesian Journal of Geography",35,"2",,143,153,,,10.22146/IJG.40599,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85094888281&partnerID=40&md5=6e66bb2185e361542955bb17b24bed7b",Article,Final,Open Access,Scopus,2-s2.0-85094888281
"Nurhayati, R.T.","57188957065","Assessing Indonesia's capacity for preventing mass atrocities",2020,"Global Responsibility to Protect",12,"4",,415,439,,,10.1163/1875-984X-01204009,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85094859842&partnerID=40&md5=89b372d7843e5932c40f37f97b516cee",Article,Final,,Scopus,2-s2.0-85094859842
"Putra, D.P.E., Halim, D., Widagdo, S.S., Surya Atmaja, R.R.","35559533700; 57219657304; 57219657367; 57219658656","Degradation of groundwater quality due to the occurrence of salty-tasted water in Bayat District, Klaten, Central Java, Indonesia",2020,"Journal of Degraded and Mining Lands Management",8,"1",,2525,2536,,,10.15243/JDMLM.2020.081.2525,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85094624419&partnerID=40&md5=637fadec9dab417d1a8a1ddcdde71cc4",Article,Final,Open Access,Scopus,2-s2.0-85094624419
"Istianah, U., Nurjannah, I., Magetsari, R.","57219654307; 34868556800; 15048334300","Post-discharge complications in postoperative patients with hip fracture",2020,"Journal of Clinical Orthopaedics and Trauma",,"",,,,,,10.1016/j.jcot.2020.10.045,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85094621440&partnerID=40&md5=d6ba5f497fbd36d57aba8cd0a480fae3",Review,Article in Press,,Scopus,2-s2.0-85094621440
"Handaya, A.Y., Andrew, J., Hanif, A.S., Fauzi, A.R.","57218865247; 57215600151; 56647842700; 57203133889","Covid-19 mimicking symptoms in emergency gastrointestinal surgery cases during pandemic: A case series",2020,"International Journal of Surgery Case Reports",77,"",,22,27,,,10.1016/j.ijscr.2020.10.064,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85094620825&partnerID=40&md5=a8e85a00d8372a979debdc3d91c0e81f",Short Survey,Final,Open Access,Scopus,2-s2.0-85094620825
"Nisa, F.Z., Astuti, M., Haryana, S.M., Murdiati, A.","56157385200; 6507105834; 6507708439; 57188932900","Effect of papaya leaves (Carica papaya L.) extract on immune response (TLR-7, TLR-9) and inflammation (COX-2) in rats induces DMBA (7, 12-Dimethylbenz[a]antrasen)",2020,"Pakistan Journal of Biological Sciences",23,"11",,1450,1455,,,10.3923/pjbs.2020.1450.1455,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85094585481&partnerID=40&md5=f57bd0c9d6be008911d1669811c79f93",Article,Final,Open Access,Scopus,2-s2.0-85094585481
"Darmawan, M.A., Suranindyah, Y.Y., Widayati, D.T.","57190383625; 36807116900; 6506693726","Blood metabolic and estradiol level of repeat breeder and fertile in friesian holstein cross breed cows in the tropic",2020,"Pakistan Journal of Biological Sciences",23,"11",,1390,1396,,,10.3923/pjbs.2020.1390.1396,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85094558311&partnerID=40&md5=5a74043caf37344ad73a6657e8f36e8b",Article,Final,Open Access,Scopus,2-s2.0-85094558311
"Karyadi, J.N.W., Ayuni, D., Rohani, T.A., Susanti, D.Y.","57200207607; 57219595797; 57219603517; 57211979160","Effect of drying temperature of small scale spray dryer on physical properties of coffee powder",2020,"Pertanika Journal of Science and Technology",28,"4",,1315,1327,,,10.47836/pjst.28.4.10,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85094152585&partnerID=40&md5=fab4e699c77381a3ccc56cb4e07de3a8",Article,Final,Open Access,Scopus,2-s2.0-85094152585
"Kusmono, Affan, M.N.","25630731000; 57219593299","Isolation and Characterization of Nanocrystalline Cellulose from Ramie Fibers via Phosphoric Acid Hydrolysis",2020,"Journal of Natural Fibers",,"",,,,,,10.1080/15440478.2020.1821292,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85094107395&partnerID=40&md5=db8812967917b88c739d8f579f6586b5",Article,Article in Press,,Scopus,2-s2.0-85094107395
"Hermawan, A., Putri, H., Utomo, R.Y.","47161155100; 55631438500; 56480617500","Functional network analysis reveals potential repurposing of β-blocker atenolol for pancreatic cancer therapy",2020,"DARU, Journal of Pharmaceutical Sciences",,"",,,,,,10.1007/s40199-020-00375-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85093985520&partnerID=40&md5=a5d8bb2a03879c07749c7bed4162701c",Article,Article in Press,,Scopus,2-s2.0-85093985520
"Puspitasari, M., Sinorita, H., Bagaswoto, H.P., Kuswadi, I., Prasanto, H., Wardhani, Y., Kurniawan, W.T.","57219566250; 26028137400; 57219570402; 57219568211; 40262283600; 57202804001; 57212107061","Persistent left superior vena cava identified after hemodialysis catheter insertion: A case report",2020,"International Medical Case Reports Journal",13,"",,465,469,,,10.2147/IMCRJ.S266858,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85093920157&partnerID=40&md5=dc30d0972eace1c2d76dd43f2d4442da",Article,Final,Open Access,Scopus,2-s2.0-85093920157
"Kurniawan, W., Soesatyo, M.H.N.E., Aryandono, T.","57219569796; 57219573520; 23495038400","The effects of docetaxel and/or captopril in expression of TGF-β1, MMP-1, CTGF, and PAI-1 as markers of anterior urethral stricture in an animal model",2020,"Therapeutic Advances in Urology",12,"",,,,,,10.1177/1756287220927994,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85093915057&partnerID=40&md5=c4cc7593addb6cd82e62d2ad42b5f7cb",Article,Final,Open Access,Scopus,2-s2.0-85093915057
"Kristina, S.A., Santosa, K.A.","56626120200; 57208106557","An estimated mortality and disability adjusted life years (Dalys) of non-communicable diseases in indonesia",2020,"International Journal of Pharmaceutical Research",12,"",,3040,3045,,,10.31838/ijpr/2020.SP2.370,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85093830367&partnerID=40&md5=80f12d967fd320e77c5fb04e8ce2887b",Article,Final,,Scopus,2-s2.0-85093830367
"Khotimah, H., Susanti, Y.","57215999672; 57193225890","On total edge irregularity strength of some graphs related to double fan graphs",2020,"Journal of the Indian Mathematical Society",87,"1-2",,83,95,,,10.18311/jims/2020/24427,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85093517297&partnerID=40&md5=795b462ad0e9c00ea69b57945fd65b1f",Article,Final,,Scopus,2-s2.0-85093517297
"Fanggidae, L.W., Subroto, T.Y.W., Nareswari, A.","57211322999; 6506071603; 57200078971","Defining and defending territory in urban space environment",2020,"International Journal of Interdisciplinary Environmental Studies",14,"1",,13,29,,,10.18848/2329-1621/CGP/V14I01/13-29,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85093503591&partnerID=40&md5=82a9a3ed74c54f0d6e26ee6abafc5dc6",Article,Final,,Scopus,2-s2.0-85093503591
"Nugroho, A.D., Prasada, I.Y.","37015819400; 57219483244","Performance and forecast of indonesian pepper exports to Italy",2020,"Bulgarian Journal of Agricultural Science",26,"5",,927,934,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85093075735&partnerID=40&md5=50338f46a7491cb70c98c5f5f682a180",Article,Final,,Scopus,2-s2.0-85093075735
"Tunjung, W.A.S., Fatonah, V., Christy, G.P., Triono, S., Hidayati, L., Priyanto, D., Purwestri, Y.A., Sasongko, A.B., Hennisa, Faizah, N., Indrianto, A.","12545422200; 57190941826; 57219476348; 57193921780; 57190937941; 57208280219; 26423296500; 57219477159; 57190941603; 57216526215; 6507843819","Effect of Growth Factor in Callus Induction and Bioactive Compounds in Seed Explant of Kaffir Lime (Citrus hystrix DC.)",2020,"Indonesian Journal of Pharmacy",31,"2",,61,68,,,10.14499/indonesianjpharm31iss2pp61,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85092945039&partnerID=40&md5=adaf754891648044018366c0244d5f4f",Article,Final,Open Access,Scopus,2-s2.0-85092945039
"Triutomo, D.H., Puspitasari, I., Susidarti, R.A.","57219475977; 57212535898; 8102182900","The effect of giving deltamethrin and cypermethrin insecticides on the level of intratesticular testosterone in male wistar strain rats",2020,"Indonesian Journal of Pharmacy",31,"2",,116,123,,,10.14499/indonesianjpharm31iss2pp116,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85092944565&partnerID=40&md5=4e3752d02517baa2e78e48206f06ca8a",Article,Final,Open Access,Scopus,2-s2.0-85092944565
"Harsini, Irnawati, D., Rohman, A.","57216337926; 56979978700; 32668020600","The effect of storage time of cashew (anacardium occidentale linn.) stembark extract on pH and inhibition growth of staphylococcus aureus",2020,"International Journal of Pharmaceutical Research",12,"",,1866,1871,,,10.31838/ijpr/2020.SP2.298,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85092902532&partnerID=40&md5=ca22e2017b8bf4beb9133ab13aa89f2f",Article,Final,,Scopus,2-s2.0-85092902532
"Alam, S., Sulistyo, S., Mustika, I.W., Adrian, R.","57193736168; 35106220200; 36185944100; 57162659700","Utility-based horizontal handover decision method for vehicle-to-vehicle communication in VANET",2020,"International Journal of Intelligent Engineering and Systems",13,"2", 1,,,,,10.22266/ijies2020.0430.01,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85092673019&partnerID=40&md5=b86574564f256751c08e73a1fab00aff",Article,Final,Open Access,Scopus,2-s2.0-85092673019
"Wibawa, T.","6507271804","COVID-19 vaccine research and development: ethical issues",2020,"Tropical Medicine and International Health",,"",,,,,,10.1111/tmi.13503,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85092658307&partnerID=40&md5=3f66ac2a92e57580e3c800f97c4ecd5d",Review,Article in Press,Open Access,Scopus,2-s2.0-85092658307
"Budianta, W.","57193496855","Heavy metal pollution and mobility of sediment in Tajum River caused by artisanal gold mining in Banyumas, Central Java, Indonesia",2020,"Environmental Science and Pollution Research",,"",,,,,,10.1007/s11356-020-11157-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85092628718&partnerID=40&md5=633ce48016f137ec311e52b3d83a81ee",Article,Article in Press,,Scopus,2-s2.0-85092628718
"Handajani, J., Tabtila, U., Rully Auliawati, N., Rohman, A.","6506662904; 57219407050; 57219401347; 32668020600","Characterization of buccal cell DNA after exposure to azo compounds: a cross-sectional study",2020,"F1000Research",9,"",,1053,,,,10.12688/f1000research.25798.1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85092585715&partnerID=40&md5=e0f83dc90098a41d6cb67bfe48119f2d",Article,Final,Open Access,Scopus,2-s2.0-85092585715
"Gunadi, Sukarelawanto, A.V.R., Ritana, A., Balela, N., Putri, W.J.K., Sirait, D.N., Paramita, V.M.W., Sasmita, A.P., Dwihantoro, A., Makhmudi, A.","24337866800; 57219407605; 57219405781; 57218290286; 57219398509; 57212349696; 57217700232; 57219405391; 57189090013; 56454436800","Postoperative enterocolitis assessment using two different cut-off values in the HAEC score in Hirschsprung patients undergoing Duhamel and Soave pull-through",2020,"BMC Pediatrics",20,"1", 2360,,,,,10.1186/s12887-020-02360-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85092584457&partnerID=40&md5=ee0d3678f50463dd251f35a81bd0198e",Article,Final,Open Access,Scopus,2-s2.0-85092584457
"Hartono, B., Tantina, I., Wibowo, B.S.","56246437300; 57219395127; 57205098843","Exploring Successful Campaign Profiles on Crowdfunding-Based Project Financing: A Tree-Based Comparative Analysis",2020,"International Journal of Innovation Management",,"", 2150041,,,,,10.1142/S1363919621500419,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85092492432&partnerID=40&md5=65a9ab29f016fff2c505d64d5b2b3e2b",Article,Article in Press,,Scopus,2-s2.0-85092492432
"Abrar, A.N.","57209968848","10. West Papuan journalists today: An alternative human rights perspective from Indonesia",2020,"Pacific Journalism Review",26,"1",,123,139,,,10.24135/pjr.v26i1.1075,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85092450335&partnerID=40&md5=2931eea362d08392988180fdc24ee7c6",Article,Final,Open Access,Scopus,2-s2.0-85092450335
"Sa'adah, N., Widodo, A.M., Indarsih","57219372991; 57219372188; 55818290200","Drug elimination in two-compartment pharmacokinetic models with nonstandard finite difference approach",2020,"IAENG International Journal of Applied Mathematics",50,"2",,445,451,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85092431864&partnerID=40&md5=36529d74e0e9a586df2220e33891dfa2",Article,Final,,Scopus,2-s2.0-85092431864
"Purnaningtyas, M.A.K., Sudiono, S., Siswanta, D.","57219313103; 11439194400; 6602535137","Synthesis of activated carbon/chitosan/alginate beads powder as an adsorbent for methylene blue and methyl violet 2b dyes",2020,"Indonesian Journal of Chemistry",20,"5",,1119,1130,,,10.22146/ijc.49026,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85092167808&partnerID=40&md5=800b4b0061e8e4555270e94a51398415",Article,Final,Open Access,Scopus,2-s2.0-85092167808
"Falah, I.I., Pradipta, M.F., Rinaldi, A.L., Trisunaryanti, W.","56387512100; 57213197628; 57219308600; 6506869316","Synthesis 1,1-dibutoxybutane from single reagent of N-butanol using Cr/activated carbon catalyst",2020,"Indonesian Journal of Chemistry",20,"5",,1018,1024,,,10.22146/ijc.44829,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85092137559&partnerID=40&md5=e57ce891a0302dae92dc8e8f9f1c9702",Article,Final,Open Access,Scopus,2-s2.0-85092137559
"Hapsari, M.T., Trisunaryanti, W., Falah, I.I., Permata, M.L.","56037365400; 6506869316; 56387512100; 57216851748","Coating of Pd and Co on mordenite for a catalyst of hydrotreating of cashew nut shell liquid into biofuel",2020,"Indonesian Journal of Chemistry",20,"5",,1092,1100,,,10.22146/ijc.48633,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85092127082&partnerID=40&md5=38cec1aac757b22fe3419aa1b5b96367",Article,Final,Open Access,Scopus,2-s2.0-85092127082
